Unnamed: 0,review_score,review_comment_message
24273,1,"Comprei um módulo de controle para LEDs e recebi uma sauna, sim, uma sauna!!!!!
Já fazem 4 dias e até agora não recebi um contato da loja!!!! Não recomendo."
24274,3,"No email que recebi diz que os panos de prato foram entregues , porem não recebi. porisso não posso avaliar essa compra"
24275,3,Relógio apresenta sujeita na parte interna.
24276,1,"Comprei duas vezes porta cds, de vocês na lannister nesse mês, e não recebi nenhum porta cds.
Peço que corrijam esse erro gravissímo, pois gostaria de continuar sendo cliente lannister."
24277,2,Não recebi a minha entrega até hoje gostaria de saber E se o Meu dinheiro vai ser devolvido ??problemas com o correio. Aguardo resposta por gentileza
24278,3,"Comprei uma arara de roupas e quando eu acompanho o pedido fala q foi entregue dia 11, mas eu ainda não recebi "
24279,1,Ja paguei as parcelas e ainda não recebi meu produto. Vou pro Procon!
24280,2,"o produto não se encaixa direito,pois o modelo do agile é 2012,só por ter 2B não foi o correto,mas falei o modelo/ano "
24281,3,faltou cupom fiscal
24282,1,Eu pedi 110 e veio 220 e não consigo fazer a troca ja liguei mil vezes ninguém me atende o site é uma merda não tem opção de troca... E eu fiz uma compra de uns bancos carros de boi foi um golpe q cai
24283,3,Satisfeito com o produto é com a loja
24284,2,Não entregaram na data prevista
24285,2,Esse produto veio com defeito
24286,1,Nota zero. Pedimos 3 unidades veio apenas 1 unidade
24287,3,"Demorou mas chegou. Coloquem os dados de entrega porque lannister nao da suporte nem responde chamado.
Tirando isso eu recomendo."
24288,2,"demorou muito para ser entregue, quase 30 dias, a logistica melhorar"
24289,1,"Sem comentário , não recebi o relógio Cassio ."
24290,1,"Produto nao entregue, enviado um dos itens da compra sem NF apenas com a cobrança, não poderá ser pago e queremos devolver o que veio incorreto."
24291,3,"O Produto veio danificado, já entrei em contato solicitando a troca. Não consigo avaliar pois ainda não me retornaram a solicitação!"
24292,1,Busquei no depósito dos correios
24293,1,atrasou muito
24294,3,AINDA NÃO RECEBI O MEU PEDIDO.
24295,1,"estou aguardando resposta do e-mail, prá saber o porque do cancelamento desse produto."
24296,1,Até agora não recebi nada
24297,1,"Se houve alguma dificuldade para entrega do produto, no mínimo, o comprador deveria ser avisado e negociado uma nova situação de entrega."
24298,1,"Infelizmente o meu quadro veio com a moldura quebrada, danificando a tela. Deu trabalho para concertar "
24299,1,"Regular enviei o produto de volta tapete veio errado me,coloquei como PAC só que eles não me passaram o código de postagem eu tive que pagar 18 reais para enviar agora tô na espera o correto."
24300,2,"Mercadoria de qualidade, só acho que o frete deveria ser mais acessível."
24301,1,Apos duas semanas de espera fui informado que eles não tinha o produto isso so porque eu ligueipara saber da nota fiscal se não estaria ate hoje sem saber.
24302,1,"estou tentando devolver 
nao é cetim
propaganda enganosa
duro e aspero"
24303,1,ruim
24304,1,"O produto veio mal embalado, podendo ser facilmente avariado. Aliás foi, pois chegou com umas das rodinhas quebradas, que foi edentificado assim que foi aberto "
24305,3,foi entregue fora do prazo atrapalhando os meus filhos irem para escola pois comprei confiando no prazo de entrega.
24306,1,Horrivel quero trocar
24307,1,"BOM DIA, AINDA NÃO RECEBI MEU PEDIDO"
24308,2,"Não recebi o bb conforto, só a base. QUal o motivo nao me entregaram?"
24309,1,"eu comprei o produto e tiver que ir nas lojas dos correios para fazer á retirar 
mas paguei entregando na minha casa então acho que eu fui lesada .
pela loja recomendo o produto preço ."
24310,1,"demora na entrega do produto
"
24311,1,"so veio um produto, pedi tres."
24312,1,um relógio dese não compensa sem propósito
24313,1,"Produto veio com defeito , estou tentando efetuar a troca e o sistema diz problemas com conexão , tente mais tarde ! Tento mandar email e tbm não vai ..."
24314,1,Estou esperando a agora. O q acham?
24315,1,A Entrega veio pwla metade
24316,2,Aguardando posição sobre o produto
24317,2,O email avisando que a minha encomenda manda está disponível na agência chegou tarde de mais pois está disponível no Rio de Janeiro ou seja agência proximo ao remetente.
24318,2,"Fiz duas compras uma chegou e a outra estou com problema na entrega, não consigo contato por e-mail ou por telefone para reclamar."
24319,2,"Um relogio Bonito, más sò pode ser usado o mínimo possível pois lavei as mãos e ele encheu de água. "
24320,1,O produto veio diferente do que que aparecia na imagem!
24321,1,"Paguei frete para que o produto fosse entregue e tive que retirar na agência do Correio!
"
24322,1,Não foi entregue até o momento .
24323,1,O produto veio com defeito pois após montá-lo segundo as especificações do mesmo e foto da internet a rede ficou no chão. Acredito que o tubo das extremidades aonde rede é pendurada está curto.
24324,1,Mercadoria queimada no centro de distribuição em Fortaleza-CE. Cancelei a compra para ressarcimento do valor pago.
24325,3,tive que buscar nos correios
24326,1,"Comprei 3 bases para guarda sol e chegou apenas 1.
A Nota Fiscal mostra 3, mas só veio 1 unidade"
24327,2,"insatisfeito 
"
24328,1,Já é a segunda compra que não recebo.
24329,1,"Recebi a ligação da empresa responsável pelo envio, alegando que o item não seria entregue porque o lote era defeituoso e não tinha peça de reposição ou produto similar. Aguardo um contato da loja."
24330,1,"modelo comprado: travesseiro memoria carinho BABY PILLOW / modelo entregue: travesseiro memoria carinho PRAM PILLOW.
Até o momento nenhum posicionamento do vender para a troca"
24331,1,"Produto com péssimo acabamento interno, já solicitei a devolução do produto."
24332,1,Regular
24333,1,Fiz o pedido de 2 aparelhos de jantar mas recebi somente 1.
24334,1,Olá assim foi me vendido um frasco com 120 cápsulas e é foi entregue um frasco com 60 cápsulas. ..
24335,3,Achei que os potes eram maiores mais valeu valor dele legal 👍🏼 
24336,3,"Produto reforçado, bolsos bem distribuído. Recomendo"
24337,1,"O produto foi entregue trocado eu comprei erva de São João e recebi outro remédio chamado Moringa Oleifeira
Tentei contatar o vendedor por telefone, número que estava na nota fiscal, não atende"
24338,1,Naum conseguirao me entregar sendo ki eh na empresa 24 hrs e fala ki naum tem ninguem no local
24339,1,produto não veio conforme o comprado.
24340,1,"Todos os produtos vieram errados, cor diferente, móvel quebrado e não consigo pós venda nem de loja, nem email, nem telefone."
24341,2,Faltou uma unidade comprei duas unidade e recebi uma empresa não é confiável espero um esclarecimento...
24342,2,Prazo de entrega não foi cumprido. Encomenda ainda não chegou.
24343,1,O produto nao chegou e eu ja até paguei parte do produto. A nota fiscal nem foi emitida e a previsão de chegada expirou. Quero estorno do valor pago. Um absurdo
24344,1,Estão perguntando o q achei do produto e da loja...o detalhe é q ainda n chegou.
24345,3,"O produto foi entregue dentro do prazo estabelecido. Utiliza uma bateria LR44 mas já contém 1 na embalagem (comprei 3 por R$ 10).
Captação excelente e cabo muito longo."
24346,1,"Paguei o frete e tive que retirar no correio , falta de respeito com o consumidor."
24347,3,"Paguei 2 fretes mesmo sendo produtos da mesma loja e comprei juntos, mas ok ( o pedido foi para o correio ñ p minha casa! Apesar desse estresse. Está tudo certo! "
24348,1,"Comprei 3 kits de cartuchos hp contendo 1 Preto e 1 colorido cada, total de 6 mas recebi em minha casa apenas 1 Preto e 1 colorido, com nota fiscal q dizia conter 3 de cada! Aguardo providências"
24349,1,foi comprado dois produtos juntos e so entregaram um !
24350,1,"Simplesmente assim, uma taca veio quebrada, tentei ver a substituição e o produto náo está mais disponível e pronto. Nao quero ficar sem 5 tacas, so quero receber uma pela quebrada."
24351,1,"O lençol veio com um furo!
"
24352,1,Năo recomendo. Năo recebi e já está sendo cobrada a parcela na minha fatura de maio
24353,1,"O prazo de entrega era até o dia 16/02.
Até agora não recebi."
24354,1,"Eu, já paguei e até o momento não recebi o produto, estou aguardando, disseram que chegaria até 26/04/18 , mas até o momento nada da entrega."
24355,1,Eu tenho que receber o reembolso
24356,1,ATRAZADA
24357,3,Só vou saber a qualidade quando usar.
24358,3,O produto parece não te muita resistência
24359,1,Ainda quero o produtoq que comprei ou a lannister deve devolver meu dinheiro.
24360,1,"ultimamente estou com problema em compra no saite lannister.
agora esse carregador também não funciona correto espero ser atendido logo pois preciso do aparelho urgente ."
24361,1,"Só recebi os dois refis... não recebi o kit com a capa e película, a qual consta entregue.... o que devo fazer???"
24362,3,coprei tres ítens faltou entregar um
24363,1,Não recebi o produto corretamente e não obtive resposta ao questionamento que fiz. Comprei o produto com 120 cápsulas e recebi apenas o de 60 cápsulas.
24364,2,a compra foi feita no dia 11/04/2017 e ate o momento nao foi entregue
24365,1,"As descrições desse relógio não diz o tamanho da caixa, aparentemente mostra ser grande, por ser masculino, mas é pequeno. Não gostei. 
Vou tentar repassar e não perder o dinheiro."
24366,1,"Você compra um mp3 player, para ouvir suas músicas em mp3, certo? Errado. O produto veio arranhado, não carrega mp3, testei vários cabos, vários pcs e nada. Cobraram 40 reais para algo ruim e quebrado"
24367,1,"Na descrição do produto quando fui efetuar a compra, estava detalhado os pentes de disfarce.
Quando recebe o produto verifiquei e notei que não havia os pentes 0.5 e 1.5"
24368,3,"O produto muito bom, só que veio com 3 arranhões em uma das portas."
24369,1,"A loja entrou em contato comigo quase um mês depois , me dizendo que , não tinha o produto que me foi vendido e por isso não me entregou !"
24370,1,A cadeira tem uma das pernas menor que as outras. 
24371,2,"Bom dia! Paguei pelo produto e pelo frete para ser entregue na minha casa, mas o produto está no correios e adificuldade de retirar é enorme. Muito insatisfeita."
24372,1,Bom dia eu fiz uma compra de 03 peças só mim entregarou só 01 a caixa não estava violada
24373,3,Poderia ser mais claro nas informações das dimensoes.
24374,2,"O site do stark consta meu pedido como totalmente entregue, mas recebi apenas 1 de 3 itens. Já comprei antes com a targaryen e gostei, a entrega foi super rápida. Mas não concordo com constar meu pedi"
24375,1,Mostra a foto com uma medida e entrega diferente do pedido.
24376,1,Comprei o rímel tango de embalagem vermelha e recebi outro produto. Entrei em contato com a lannister solicitando informações para a troca e até agora ninguém respondeu.
24377,1,O produto não foi entregue. E eu não posso ficar o tempo todo em casa aguardando. Tenho que trabalhar.
24378,3,"Recomendo, porém meu produto veio com avaria, a bacia veio amassada."
24379,1,"Comprei a película para celular e não recebi. Houve problema com o pacote no meio do caminho, abri reclamação no correio, no site da lannister, e nada foi feito para resolver, não tive nenhum retorno"
24380,1,"Gostaria de aber o que houve com a entrega do kit do jogo de lençol, pois ainda não recebi, foi entregue apenas o kit cobre leito. Desta forma, gostaria de saber o que aconteceu com o jogo de lençol?"
24381,2,ate presente momento nao recebi a a ultima cuba
24382,3,Os nichos vieram com um péssimo acabamento.
24383,1,"os pendentes vieram descascando, um deles amassado e com o acabamento dourado com defeitos."
24384,1,"Fiz a solicitação de cancelamento do pedido e não obtive resposta da empresa. Ainda por cima consta no site como produto entregue, porém não o recebi."
24385,2,Ok 
24386,1,Não recebi nem uma satisfação pelo atraso
24387,1,Não gostei do tratamento ao cliente faz pouco caso não esto contento com a loja.
24388,1,Estou no aguardo do produto !! 
24389,1,Esse produto não foi entregue 
24390,1,Ainda não recebi o cinto.
24391,1,Produto não entregue e loja não deu satisfação após contato.
24392,1,Eu recebi um produto! E como descrito na nota eu paguei por 2 produtos 
24393,1,Está cada vez mas ruim 
24394,3,Boa tarde nao recebi minha marmiteira ainda e ja passou do prazo oque ouve ?????
24395,3,"O produto veio correto, porém um dos potes vieram com o imã do lado errado. E a parte de solda do gancho veio marcado. Fora isso gostei do produto, so devem dar um pouco mais de atenção aos detalhes"
24396,1,Recebemos apenas uma luminária e o pedido era duas. Estamos aguardando resposta da loja. 
24397,2,Já to a tempo esperando e a unica mensagem que recebi foi que meu pedido não foi enviado e depois nada.
24398,1,O produto ainda não chegou
24399,3,A respeito da entrega saiu tudo conforme protocolo mais infelizmemte o produto veio com avaria 
24400,1,"Não posso dizer que não recomendo a loja, pois acredito que o problema na entrega foi com a transportadora (correios). Não deixaria de comprar com a loja por conta deste problema na entrega."
24401,2,"Comprei, o prazo de entrega já se esgotou e ainda não recebi, tentei cancelar, mas o vendedor diz estar tendo problemas com os Correios"
24402,1,Comprei 2 produtos e $ó recebi (01) um. 
24403,3,"produto mal acabado,deixa muito a desejar,qualidade do tecido ruim"
24404,1,Comprei um produto e recebi outro!!! Totalmente insatisfeita.
24405,1,Infelizmente ainda não recebe o produto
24406,3,"Muito bom, porém muitooo pequeninho ... mas tem dois lados e um lado com aumento."
24407,2,"Mercadoria nao veio conforme pedido, com certeza erro na hora da conferencia e agora
Q transtorno"
24408,1,"maleta do produto de péssima qualidade, e veio quebrada"
24409,2,"Nem pude testar o produto, nem sei que bateria usá-la, manual em inglês, veio sem bateria, onde adquiri-la?"
24410,1,Comprei uma garrafa que era pra ser térmica e de térmica não tem nada
24411,2,Nós compramos 5 pufs mas só foram entregues 4
24412,2,"Ao encher a boia percebia que estava esvaziando rapidamente, coloquei na água para procurar melhor e descobri que tem dois pontos de cola com defeito. Preciso que a boia seja trocada."
24413,1,Não quero mais o produto 
24414,1,Olá BOM DIA Ñ recebir meus pididos escova progressiva Salvatore Ok 
24415,2,"Não foi como o esperado o produto foi parcialmente entregue,comprei 6 baldes de 15 kilos de impermeabilizante e recebi 5 falta 1 fiz uma reclamação porém não obtive resposta ainda,no aguardo"
24416,1,"Não recebi, pedi reembolso e o crédito não entrou na conta "
24417,1,"Paguei por dois produtos..
Só entregaram um
Vou recorrer na justiça "
24418,1,"falta de respeito pelo consumidor, não dão satisfação sobre o atraso e a lojas lannister não dispõe de um call center onde possamos falar com um atendente.
MERECEMOS RESPEITO
CLIENTE lannister TRA"
24419,1,"Comprei um Produto , e veio outro completamente diferente !!!!!"
24420,1,"Gastei com o frete de 15 reais! É gastei também para ir buscar a mercadoria nos Correios,porque vocês não entregaram em minha residência."
24421,1,Compra foi feita no dia 17 e ainda não recebi o produto.
24422,3,Produto frágil
24423,3,Chegou bem antes do prazo e chegou sem nenhum problema. Recomendo a loja.
24424,2,"SÓ RECEBI UM ITEM, POIS ENCOMENDEI DOIS, ESPERO RETORNO PARA SER RESOLVIDO A QUESTÃO, TENTEI LIGAR PARA O ATENDIMENTO AOS CLIENTES E NÃO CONSEGUI. FOI DESPACHADO EM 07/12/2017, PESO 1.152KG VOL,01JOSI"
24425,3,"Eu comprei umas cestas de vime, comprei 6, só que veio faltando uma tampa. Então não fiquei totalmente satisfeita! Mas o produto é muito bom!"
24426,1,"A entrega está atrasada, uma outra compra que eu fiz já chegou e essa até agora nada e olha que a outra eu fiz bem depois !"
24427,1,Produto não vem em embalagem
24428,3,Parece frágil. Ainda não usei.
24429,1,"comprei tres rolos de papel de parede ,recebi somente 1 naoestou conseguindo entrar em contato"
24430,1,"Recebi a capa errada, maior que o celular. Vou ter que devolver. E cancelar a pagamento."
24431,1,NUNCA aconteceu isso antes com relação às minhas compras no e-commerce das Lojas lannister. NUNCA. Ainda não recebi o produto e nem sei se vou receber. Peço entrarem em contato comigo urgente.
24432,3,má qualidade do produto
24433,1,"Fiz a compra de uma cabo para HD externo de 80 cm, mas me enviaram um com 50cm e ainda por cima consta na nota que o babo é de 80cm!"
24434,1,"comprei um botox plastica dos fios e me entregaram uma progressiva da zap, muito insatisfeita ...primeira vez q isso acontace"
24435,1,Comprei uma curtina q veio toda torta na costura da parte de baixo fiquei muito chatiada.
24436,2,"Chegou no prazo, até bem antes do prazo. Porém o material da pasta não era o que esperava. "
24437,1,Assim que receber posso avaliar
24438,1,"Não recebi a roda Falcon, e já foram cobrados na fatura"
24439,3,"Logo após a compra tentei cancelar o pedido porque queria todas as cores mas não achei onde fazer isso no site. Fora isso, tudo conforme o combinado"
24440,1,Ainda estou aguardando a entrega do produto!
24441,3,Tenho uma sugestão. O prato de microondas que comprei não serve exatamente no meu aparelho. Gostaria que o site nos desse uma lista de aparelhos que fossem compatíveis com o produto. vitando surpresa.
24442,2," Pensei que as toalhas fosse mas grossa ela são bem finas
"
24443,1,"Informaram q o produto não chegou nos correios em Porto Alegre, enviei mensagem e estou aguardando o retorno."
24444,1,"Me enviaram uma mesa errada, produto que neste mesmo site custa metade do valor. "
24445,1,Produto ainda não foi entregue e não sai do mesmo status há dias.
24446,2,Nada a reclamar recebi com antecencia ao marcado.
24447,1,Não recomendo
24448,1,"Recebi produto da mesma linha comprada, porém a gramatura e descrição não conferem com produto comprado."
24449,3,"Pingente venho num saquinho 
Pelo menos uma caixinha , ficou devendo "
24450,3,O poblema é só a demora
24451,1,atrasou a entega 
24452,1,Frustado com esta compra fiz compra pensando q a máquina era whals e chegou uma qirui d péssima qualidade chegou já sem funcionar motor sem potência n corta nada n indico está máquina pra ninguém 
24453,1,"a capa era de galaxy note 8 e veiod e galaxy s8
nao serve no celular"
24454,1,"Por ora, ñ recomendo a empresa targaryen pois ñ foi entregue a mercadoria!!!!Prazo dia 02/06/17 sempre teve alguém em casa esperando pela entrega. "
24455,1,"RECEBI O PRODUTO COM O CONTROLE QUEBRADO, JA MANDEI E-MAIL PEDINDO PARA TROCAR, MAS NÃO ME RESPONDERAM."
24456,2,Eu achei que a loja demora demais pra entregar o produto e o frete é caro
24457,1,Produto não atende a especificação técnica. Atenção. Sou engenheiro eletricista. Produto de baixa qualidade.
24458,1,Só foi dado como indisponível muito tempo depois da compra e eu deixei de comprar com outra na promoção também mais perdi acreditando que ja estava a caminho
24459,1,O produto até a presenta data ainda não foi entregue
24460,1,não recebi meu produto quero meu dinheiro de volta
24461,1,"Comprei 2 transformadores iguais, porém na entrega veio apenas um. Como proceder agora? "
24462,2,"Eu solicitei uma extensão elétrica com 3 entradas, ou seja deveria ser igual o da foto. 
Porém não vou realizar a troca, pois não tenho tempo de ir ao correio fazer a devolução."
24463,1,comprei duas cadeiras porem foi entregue apenas uma 
24464,2,"O produto chegou estourado, vazando creme pelas beiradas"
24465,2,Eu recebi só um produto e eu pedi 4
24466,1,Não goste da qualidade do produto .Por ser embalado de forma inadequada a tinta soltou .
24467,1,"Meu produto foi devolvido pelo os correio e a loja não me passou nenhuma informação até hoje.
Estou aguardando!
Vou espera essa semana se não eu vou cancela a compra."
24468,1,"O produto é de péssima qualidade, a furacão não se encaixa com a do veículo, e olha que o para barro corresponde ao modelo do carro, o plástico é ruim , é gual ao de pote de margarina."
24469,1,"O entregador contratado não permitiu a conferenciado produto antes da assinatura do boleto.
Ameaçou levar a entrega embora.
Assim q assinei, saiu correndo.
Não entregou a NF.
Extremamente grossei"
24470,1,"PRODUTO ENTREGUE VAZANDO DENTRO DA CAIXA NÃO TEM UM CUIDADO SE QUER COM PRODUTO, A ENTREGA FOI ANTES DO PRAZO."
24471,2,produto com defeito
24472,1,Após a compra a loja informa que por um erro de comunicação interna o produto não está em estoque mais e o pedido será cancelado e o valor estornado. 
24473,1,"Olá Boa tarde eu comprei foi pratos de louça nãfo de plástico. ...
Se soubesse que era de plásticos não tinha comprado.."
24474,1,"Entrei em contato com a empresa 3 vezes e não obtive resposta em nem uma das vezes.
Uma falta de respeito com o cliente.
O prazo já venceu e meu produto não chegou."
24475,3,"O produto que recebi é um ""sacolão"" de plástico sem forro algum... Pelo preço era o esperado porém, se não tem forro, não deveria constar na descrição do produto."
24476,1,"FIZ UMA COMPRA E A ENTREGA FOI DIVIDIDA EM 3, SÓ RECEBI 1 PRODUTO ATE AGORA, ABSURDO"
24477,1,"Acho a loja de extrema confiança porém comprei esse produto e não recebi uma almofada, é um par. Insatisfeito!"
24478,1,"Apesar de constar como entregue no histórico de pedidos, nada foi entregue."
24479,1,"Até agora não recebi o produto. Encaminhei e-mail pra vcs e recebi apenas uma informação dizendo que aguardasse a entrega até o dia 05, mas, até agora, NADA."
24480,1,Estou muito chateada pois aguardei e até agora nada.
24481,3,"Produto chegou, mas a qualidade é bem baixa."
24482,1,"informaram que o produto foi entregue em 24/3 , não confirmo a informação! Peço informar local , horario e quem recebeu ?"
24483,2,Muito ruim na hora de devolver o dinheiro
24484,1,Quero a verdadeira da Roger com selo do imetro ...a que veio é totalmente falsificada...tudo .... me admiro a lojas lannister vender algo falsificado ... me ajudem ... estou tentando acordo com vcs 
24485,3,Demorou muito para chegar o produto 
24486,1,Recebi apenas a bomba para encher os pneus da bicicleta da qual nem recebi. Que o caso seja resolvido em seis dias caso contrário devolverei os produtos que recebi procurarei as medidas cabiveis.
24487,2,Só recebi abolça o kit berco não 
24488,1,"Produto chegou em péssimo estado, sujo, lascado, rasgado e não consigo nem ligar nem enviar email para fazer minha reclamação e pedir meu dinheiro de volta."
24489,1,"Enviaram uma mercadoria onde a data da validade foi retirada, que demonstra que houve fraude, por ser mercadoria velha e vencida. Quero meu dinheiro de volta ou a troca por uma mercadoria nova."
24490,3,Não tive nenhum problema o produto chegou antes do prazo. 
24491,3,O prazo de entrega não foi cumprido. Fiz a compra há mais de 20 dias e não recebi o produto. Pelo rastreamento não é possivel saber o que aconteceu e qual a nova previsão de chegada.
24492,1,já havia comprado outro Ferrari black na internet por preço semelhante mas de outro fornecedor. O que recebi agora praticamente não tem fixação. E de baixa qualidade.
24493,3,"Só chegou o modelo na cor prata, o dourado não veio! "
24494,1,Preciso trocar o produto pelo kit menor 30X30 como na primeira compra.q foi extornado por falta de comunicação do correio. Vou providenciasr devolução. 
24495,2,"muito ruim, atendimento somente eletronico, vc é obrigado a esperar pele boa vontade da loja para entrar em contato."
24496,2,Mais de 22 dias e ainda não foi entregue 
24497,1,"o produto chegou quebrado e com marcadas de já ser usado, estou tentando fazer a troca e não to conseguindo"
24498,3,"Produto muito bom, recomendo"
24499,1,Recebi somente parte do pedido visto que comprei duas unidades do gaveteiro e recebi somente uma unidade.
24500,1,Não recebi o meu produto e gostaria de saber porque!? 
24501,3,P Correio ainda não me entregou o produto
24502,1,O produto ainda não chegou
24503,1,Eu comprei dois produtos e só recebi um falta o outro estou com a nota de um produto só .gostaria de saber o que aconteceu ? Pois estou tentando rastrear e no rastreamentos diz que já recebi o protudo
24504,3,Ótima loja 
24505,1,O produto que recebi veio diferente do anunciado o do anúncio não tinha elástico o que recebi veio cim elástico fiz uma.a nova compra de um patins e espero receber corretamente 
24506,1,"Não é a primeira vez de atraso na entrega, quando consegue falar a atendente ainda pede um prazo de dois dias, fora o atraso, infelizmente as mudanças de entrega dos parceiros não está sendo pratica"
24507,2,"sempre comprei no baratheon, recebi sempre os produtos antes do prazo, agora comprei alguns produtos e estou recebendo parcialmente,do pedido falta duas cuzcuzeira..."
24508,1,Quase um mês e nada
24509,1,Estou esperando o pedido sei que o correio sempre atrasa
24510,1,Entrega em atraso já entrei em contato e não tenho resposta.
24511,1,"O produto era pra ser entregue no dia 27/11/2017 e não chegou, status produto i disponível, mandei um formulário pra eles e ainda não me responderam, quero saber do meu reembolso, qdo e como sera? "
24512,2,"A entrega ainda não foi realizada,estava previsto para 02/01/2018,nem status de onde anda o produto eu tenho para acompanhar."
24513,1,Produto de péssima qualidade 
24514,1,"O produto que eu comprei veio errado, comprei duas placas de lavadora diferentes, veio duas iguais veio duas bwg/C10A, e necessito da outra placa Bwl09 urgente "
24515,2,Foi me enviado um produto divergente ao que foi comprado.
24516,1,"Não recebi o produto, e no site consta como entregue."
24517,1,"Comprei duas calças recebi apenas uma , mas consta no status que que recebi as duas "
24518,1,Produto ainda não chegou. 
24519,1,Esperando.
24520,3,Cortinas lindas
24521,3,O produto foi entregue em um prazo menor que o programado. 
24522,1,"O produto tinha data prevista para o dia 30/04 até agora não foi recebido e nenhuma ligação da responsável pela entrega. Nenhum email, nada. Estou no aguardo! Ainda tenho esperanças de receber."
24523,1,"Não recebi o produto até hoje, por isso não recomendo."
24524,2,Eu sofro de uma dor muscular no ombro esquerdo e no pescoço também lado esquerdo já fiz vários testes com o referido produto seguindo o que manda o manual porém até o momento ainda não obtive sucesso
24525,1,O produto mesmo depois de quase dois meses do pedido nao chegou.
24526,1,"Comprei um carregador Motorola turbopower 15W, mas chegou aqui em minhas mãos um carregador que não encaixa em nenhum Motorola, testei no Moto G4, G5 Plus e G5S Plus, e em nenhum deles o USB encaixou."
24527,3,"Poderia melhorar o estrato da compra no site, pq as vezes não aparecia a minha compra"
24528,1,Lixo 
24529,3,"Ótimo sistema para compra, porém, não fui informado da data de saída do produto e nem que o produto já estava em transito, recebi de surpresa, e isso me deixou receoso durante a compra."
24530,1,"Comprei o tablet para dar como presente de natal mas, infelizmente, já paguei e até agora não recebi o produto.peço que entreguem o mais rápido possível"
24531,1,Quero meu dinheiro paguei e não recebi meu dinheiro hoje vou fazer moletin de ocorrência ...não fizerao nem nota fiz passarão a mão no meu dio targaryen cuidado gente vcs vão se arrepender ...lixoooo
24532,1,Produto fora da específicação.
24533,3,Muito bom!
24534,1,........
24535,1,"Não recebi o produto,
Aguardo extorno do valor no cartão de crédito !"
24536,3,produto dentro das especificações chegou dentro do prazo pelo preço uma otima aquisição!!!
24537,1,Não cumpriu o prazo de entrega!
24538,1,Aguardando ainda o recebimento do produto. 
24539,1,"O produto veio com uma qualidade bem inferior em relação aos brinquedos que compro na loja,não gostei da qualidade do brinquedo e não recomendaria a compra na loja virtual só na fisica"
24540,1,Falta de compromisso de informação da compra pedido em atraso ninguém resolve o problema ou da satisfação do ocorrido 
24541,1,Consta entregue mas não recebi! Já chegaram outros que comprei pelo stark também e esse não.
24542,1,"Até o momento não recebi o produto, já passou da data máxima de entrega."
24543,1,Estou esperando o produto.
24544,2,Achei que o produto era de melhor qualidade.
24545,3,"Não é o produto que solicitei, era pra ter chegado whey isolado e chegou isolado + concentrado. Esse não serve para mim."
24546,1,sem comunicaçao
24547,1,"Só foi entregue o elefantinho. O dois ursinhos não.
Gostaria de saber quando vai ser entregue."
24548,1,Não recebi o produto e a loja nem se quer me dar uma satisfação 
24549,1,"nao recomendo esta loja, como nunca tinha tido problema em comprar pelo baratheon n atentei a pesquisar sobre o fornecedor,depois do prazo da entrega ter passado fui pesquisar e existe varias reclamçao"
24550,2,Não chegou. Nada a declarar.
24551,1,A foto mostra um produto e recebi outro
24552,2,"O produto chegou com os botões sem funcionar. Desde então venho tentando me comunicar com as lannister para trocar o produto, mas sem sucesso."
24553,2,Não recebi o produto até o momento e nenhum contato avisando o motivo
24554,3,"Capinha simples e boa, porém a película veio com uma borda racha da ,película muito frágil"
24555,1,"Não recebi ainda e tudo me leva a crer que se não fosse atrás, nem o teriam enviado ainda. Se é que já enviaram. To esperando ate agora. Meus clientes estão todos sendo atendidos em pé."
24556,1,As entregas estão demorando de mais.
24557,3,cortina de blackout normal.
24558,3,Entregue antes do prazo 10 dias. Recomendo demais. E o produto veio exatamente o que comprei.
24559,1,"NÃO FOI O PRODUTO QUE ESCOLHI.
EU PEDI, FUI MUITO CLARO, BARALHO KEM COM NAIPES GRANDES E VEIRO COM NAIPES PEQUENOS. COMO FAÇO PARA DEVOLVER? OU O NÚMERO DO TELEFONE DO OUVIDOR?"
24560,3,"Imprevistos acontece, sei que a loja é séria. Espero que chegue logo meus produtos."
24561,3,"ótimo produto, chegou super bem"
24562,3,"Vocês colocam que será entregue na residência e cobram uma taxa, porem, tive que retirar o produto na agencia dos correios..."
24563,1,"A entrega de produtos de parceiros deveria ser baratheon . Correios é complicado, detona um nome bem construído."
24564,1,Eu cancelei a compra e vcs querem me enviar?
24565,2,demora muito p/entregar
24566,3,Ja comprei outras vezes mas estou tendo problemas nessa compra
24567,3,Bom
24568,2,"Sr. Diretor| vieram apenas 2 unidades de luminária de cone pendente na cor amarelo, uma cx. com 10 lâmpadas led de 10 wats. FALTANDO UMA LUMINÁRIA PENDENTE DE COR BRANCA COM ABORDA DE COR AMARELO"
24569,3,"Respondi que não recebi o produto correto por que eu comprei um produto BiVolt ( 110 e 220v ) e me entregaram um produto 110v.
Como fica isso ?"
24570,1,"Foi informado que seria enviado um produto bivolt e enviaram um produto 127v, resultando mais tempo sem cafeteira, reclamação realizada ao site e já se foram 48 horas e nenhum contato realizado. "
24571,2,Muito demora para fazer a entrega do produto.
24572,3,"Acredito que a capacidade é de 450ml... É bom, simples, nada de espetacular, para presentear quem gosta do tema Harry Potter, está valendo!"
24573,1,Produto de péssima qualidade ! Nao parece nada com a foto do produto no site ! Vou devolver ! 
24574,1,Comprei duas capas e recebi só uma.
