Unnamed: 0,review_comment_message,Sentimentabds
2012,The tshirt is comfy and has a little curve on the tail which is fun!,
2013,"Runs large, but very beautiful and sexy! the straps are elastic so better to size down.",
2014,This is a comfortable pretty blouse. i purchased the neutral print and am very pleased with it.,
2015,"Love everything about these pants. a little sheer, but super beautiful and comfortable.",
2016,"Received today, the fit is true to size quality fabric beautiful color. will go with so many things!",
2017,Great quality and works in many ways! highly recommend.,
2018,The stitching on this dress is absolutely beautiful and very detailed.,
2019,Love this dress so beautiful embroidery is lovely....well worth the price!!!,
2020,,
2021,,
2022,The fit and design quality was grea! i love the fact that xxs petite is available online.,
2023,This product fit well and was soft and beautifully made.,
2024,Runs a little small in the shoulders/bust,
2025,"This jumper is so cute, it is soft, and you can dress it up or down depending on where your going.",
2026,,
2027,,
2028,,
2029,,
2030,,
2031,"Very comfortable to wear, love the overall look of this dress.",
2032,These jeans are very comfortable. i really like the high waist. just what i was looking for!,
2033,The print is awesome !,
2034,Silhouette transcends many occasions.,
2035,"Love this dress, it's comfortable
and it can be worn casualties or formally.",
2036,"Beautiful color, great quality! on sale too. a must have!",
2037,This dress fits incredibly well. i loved the color and it will transition through the fall nicely.,
2038,,
2039,"Beautiful in person! highly recommend: great quality, beautiful design, flattering!",
2040,I bought this late in the season and love the way it fits and looks.,
2041,So much right but then....too short.,
2042,,
2043,,
2044,,
2045,This skirt is so cute. the fix print is really nice. it's a great piece to add to the fall wardrobe.,
2046,Such great detail great beautiful in red and white.,
2047,Hate i have to return it - way too long-almost more mid thigh/almost dress length.,
2048,,
2049,Very pretty. love the design both front and back,
2050,Most often complimented item of this spring's wardrobe,
2051,The embroidery on this was beautiful but didn't hang well on my athletic/small chested upper body.,
2052,Fits great and super flattering,
2053,This shirt is really cute.  i love the color and design.  i like wearing it with jeans and sneakers.,
2054,,
2055,"Beautiful,lightweight and well tailored 
more dressy than what it appears in photo",
2056,,
2057,This is a unique take on a denim shirt! i have about five other denim shirts but love this style.,
2058,"Soft and stylish - my usual large seems a bit too large, so i will try a medium.",
2059,"Love the shirt. exteemely comfortable, simple and nice.",
2060,My new favorite piece of loungewear. super cute and comfortable.,
2061,Cute but too thick and rough,
2062,,
2063,,
2064,The sweater is as cute in person as it is online.,
2066,"Very cute dress, just way too big. i ordered it online, wish i would have gone a size smaller.",
2067,"Very nice basic tee shirt, soft and comfortable, well cut.",
2068,,
2069,,
2070,"Flattering, flirty, bright, beautiful romper. i wish it come in other colors because i want more!!!!",
2071,Awesome top. slightly cropped. great to dress up jeans or wear with pants or skirt for evening out.,
2072,,
2073,,
2074,"The shape was not as nice on model, seemed like a lot of extra material.",
2075,"It is an expensive panty, but so worth the money! it is so unique and flattering!",
2076,"These tights are amazing! if i care for them well, i know they will last me seasons upon seasons.",
2077,"Great fit, very soft fabric, and the sleeves are long enough!! great length in the body too.",
2078,"I purchased the blue with white dots. the shape was awful, but looked like a sack - returned",
2079,Nice shirt seems well made. good just not a great fit for me.,
2080,,
2081,,
2082,,
2083,"This dress is so cute and comfortable! it can be dressed up or down, super versatile. love it!",
2084,,
2085,,
2086,,
2087,Fit is just like stet in my opinion.,
2088,"I love the details and design of this top- my only issue is the top is a bit too ""flowy"".",
2089,,
2090,,
2091,"The color is great, a nice alternative to all my black tights. good quality.",
2092,,
2093,The color is great. the fit is accurate and it is a great transitional piece.,
2094,,
2095,"Cutest dress i own. very flattering, makes your waist look tiny.",
2096,Versatile and comfy. can be worn with shirts underneath for multi-seasonal wear.,
2097,Love the material and how the back is longer than the front! adds style!,
2099,This dress is perfection and i bought the blue one. please make this in black or other dark colors.,
2100,Cute top. not sure about the tassels at the sleeves. very flattering in the waist area.,
2101,These are very comfy and can be worn casual or dressed up. love the pom poms.,
2102,,
2103,"I hope you can get this top.this is a great classic,that will be in my closet for a long time.",
2104,"This top is beautifully detailed , it is flattering and i am very happy with my purchase!",
2105,Bought this dress for an indian wedding- it was perfect!,
2106,The details and colors are exquisite. stop hesitating and get this dress,
2107,"Comfortable, flattering, one step up in formality from jammies, what more could you want?",
2108,,
2109,Great color and quality but very boxy. even with the drawstring there is no shape going on here.,
2110,"Loved this top, but had to return it. the collar is gorgeous but terrible quality",
2111,I love this jacket! it is stylish and is ideal for a casual night out,
2112,This top is too boxy and has too much going on. it should have no buttons or different ones.,
2113,"Love this top! so soft, fits perfect.",
2114,"The green is vibrant and beautiful, and the sweater is very soft.",
2115,"Very pretty skirt, makes me feel very feminine and makes my waist look smaller than it is.",
2116,"Wow, this runs small! i'm thinking the accidentally sent me an xxs?!?",
2117,,
2118,,
2119,,
2120,,
2121,,
2122,Flattering fitted form. flowing fabric. well made. colors are true to pictures.,
2123,"I love this top. i'm not one to iron, so i wash (and hang dry) and wear it. great with skinny jeans.",
2124,I wanted to love this top -- looks so comfy and cute. but hangs like a bag. going back!,
2125,Wonderful colors and fit tts. love the style. can were on or off the shoulders . love it!!!,
2126,"Looks great on the model, but if you're curvy it looks very frumpy.",
2127,,
2128,Awesome shirt...great transition into fall. somewhat sheer. extremely comfortable!,
2129,Didn't like the dress. look pregnant in it. this dress is going back.,
2130,"I love this t-shirt. i fabric is soft yet has a nice weight to it. it is comfortable, yet sexy.",
2131,"These are great pants, have them in the green holly color",
2132,,
2133,"Great length, very comfortable, very pretty. perfect dressy winter skirt!",
2134,This shirt ran small and was more sheer than i expected. had to send it back.,
2135,"Fits pretty true to size, thick material, sits nicely.",
2136,"I love this dress so much i bought it in 2 colors, it's so soft and cozy, i want to live in it!",
2137,"I love the color combo, look and feel to this dress. 5'4, 120lbs and the xs fits as pictured.",
2138,I purchased this for my 20-something daughter. it is so complimentary and cute and stylish!,
2139,Love this shirt! got it in white and it will be perfect for spring! very flattering fit!,
2140,I ordered this for my honeymoon and it's perfect! true to size and great with cute shorts!,
2141,,
2142,"Works great on my 5'11"" frame.  is pretty and feminine.  great with skinny jeans and booties!",
2143,"Very cute shirt, well made, nice detail, but a little long for my taste but i did keep it",
2144,,
2145,,
2146,Hands down most comfortable bra ever!,
2147,,
2148,Fits true to size. i am a size 4 and it fit perfectly. nice quality. fits like a glove.,
2149,"Easy to wear! cute, comfy...will be a go to for summer.",
2150,"A flattering soft basic! i'm 5'2"" 120 lbs and purchased the small on sale.",
2151,Art on a dress- belt on the back makes it interesting,
2152,Bought these in 28 had to return for a 27p . love them!! i order the 2 other colors,
2153,"The shirt fits very nicely, a little large but very confortable. amazing color (i got it in green)",
2154,,
2155,"Love the colors on this adorable, flattering style!",
2156,,
2157,,
2158,"One of the most comfortable tops i own. fits loose, such a soft fabric. looks cute. love it!",
2159,"This dress is perfect for any occasion, it looks great with every shoe and is flattering on.",
2160,,
2161,Great tank! i really like the black and white striped one! very versatile .,
2162,,
2163,These are a comfortable and fashionable pair of shorts!  they run true to size and look great!,
2164,Love these shorts! fit true to size and the material is so amazing.,
2166,I'm returning this cardigan. it doesn't fit me at all. it's shapeless and loose.,
2167,I love the cut and style of this simple striped tank! it's good fabric,
2168,Cute everyday shorts. run tts to maybe just slightly small. not too short for this mid 30s mom.,
2169,Very flattering suit. embroidery is unique and the cut flatters.,
2170,"I love the design on this top. it's a little thin, but it's held up great with a few washes.",
2171,"Great style but not so great quality:(
stone fell off right away.
but they still look great",
2172,"Fun pattern, great colors and super comfy and versatile! great pickup at the sale price!",
2173,This skirt is a keeper. great quality. beautiful color. great fit!,
2174,"Very disappointed the back of this blouse is plain, not as displayed.",
2175,Soft! sleeve is cuffed! different. called moonscape. cool vibe. tiny threads on front of moon.,
2176,I purchased this dress in 4 colors...beautiful and so comfortable. highly recommend,
2177,"Love this dress! runs big though, size down",
2178,,
2179,Great item and very feminine. can be dressed up or down and fits true to size.,
2180,Beautiful overlay runs large had to return for a smaller size,
2181,"It didn't work with my frame at all, but is very nice!",
2182,Love! accurate sizing feminine details my new favorite top,
2183,This shirt is even prettier in person. it's really flowy but still very flattering.,
2184,,
2185,"These are a bit oversized, order a size down. they are a nice weight and look great under tunics.",
2186,Runs large under arms i am typically a size medium but bought size small.,
2187,,
2188,I love this jacket. it's easy to dress up or be casual. the black is more like a very dark grey.,
2189,,
2190,,
2191,This sweater is really fun and even cuter in person.,
2192,,
2193,,
2194,,
2195,,
2196,Love this shirt it has a femine look with a casual style.,
2197,,
2198,,
2199,,
2200,"Very comfortable, well made, great with leggings or skinny jeans.",
2201,Beautiful top that will go with anything. looking forward to wearing it.,
2202,"Very boxy top, not flattering on. i will be returning.",
2203,"Good dress to wear with heels, flats, tights. versatille!",
2204,,
2205,These tight cords are perfect for fall.,
2206,,
2207,,
2208,"These cords are great, the fit, the style, everything! my new favorite fall pants!",
2209,,
2210,Adorable with black pants or jeans. covers the part of your arm you might want covered :-),
2211,The arm holes are just weird .. a little too big for me was just 'off'... back it goes.,
2212,,
2213,,
2214,"Cute top, good color, fabric is a little rough and scratchy",
2215,,
2216,"I wish it was a little bigger.i kept this,for it will be wonderful for summer.",
2217,,
2218,I bought the fuschia colored tank to wear under a sweater for the fall. great color. fits well.,
2219,,
2220,,
2221,Very sheer inexpensive material. even on sale i'm returning it,
2222,Great tank top! loved it so much that i ordered 3!,
2223,"The color was a little darker than it looks online, but i like it!",
2224,,
2225,Awesome basic top for your wardrobe. it's a little sheer but not too much.,
2226,"Lovely color and sweet top, but the fabric was so itchy i couldn't wear it.",
2227,,
2228,This is a great fall shirt. great for dressing up casual wear!!!,
2229,"Fits large, wrinkles easily and not what i expected for the price.",
2230,,
2231,"Super soft and comfy, with stylish look",
2232,Runs a bit tight around upper arms. love the collar.,
2233,,
2234,"Wonderful, slimming leggings. snappy and a great accessory for any professional outfit.",
2235,This jacket is cute and comfy!,
2236,It's maybe a bit longer than i'd like but cute-great with slacks or dresses!,
2237,,
2238,Can't wait to wear this during the holidays. beautiful embroidery and detailing.,
2239,,
2240,,
2241,,
2242,,
2243,The jeans are even better in person. great fit and the color is nice. my new fave!,
2244,Ordered this vest on line and returned it due too poor quality .,
2245,,
2246,This top was much more fitted than expected and was not flattering. i would not recommend.,
2247,,
2248,,
2249,"The turquoise print is absolutely stunning. i love the feel of the fabric, the drape",
2250,,
2251,Hands-down one of the more comfortable shirts i've purchased from retailer.,
2252,This cover-up is perfect for the beach or the pool. it is see through.,
2254,,
2255,I love this dress! it has pockets in front. timeless. fun. dress up or down.,
2256,Awesome flares and very flattering! a wardrobe staple!,
2257,,
2258,,
2259,This is a great blouse for all shapes!   you can wear it under a suit or with jeans!,
2260,"True to size, and adorable. very lightweight, will be great for the long, hot summer ahead!",
2261,"I liked this top (in black), but it didn't fit me well. had to return.",
2262,,
2263,So unflattering! really disappointed. made me look 6 month pregnant and i'm a petite size 2.,
2264,Soft fabric and hangs nicely. washes well. purchased in the orange /red and love with jeans.,
2265,,
2266,This shirt runs very large. i will be returning for a smaller size.,
2267,"So beautiful! fabric hangs great, lovely detail, fits well and feels great",
2268,"Quality jumpsuit but poor design. the green made me look a bit like ""gumby the cartoon character""",
2269,This body suit is super flattering and super comfortable. i'll probably order it in the other color.,
2270,I love this! the contrast in much prettier in person.,
2271,,
2272,Free and easy but the fabric seems cheap.,
2273,,
2274,,
2275,Super flattering and lovely material. dress-up or down. they run true to size.,
2276,"These pants run small by two sizes or so. nice material, color true to picture.",
2277,"Very long, so may need to hem if your inseam is under ~34"". beautiful trousers!",
2278,They were ok pants but too small. the texture and shape were not what i expected either.,
2279,Beautiful dress! flowers and material look even better in person. loose fit.,
2280,I love these socks! they are super thick and comfy. the quality feels great and they were cheap!,
2281,This is s very comfortable cami with comfortable and nicely designed straps in back.,
2282,"Simple, classic, figure flattering, and reasonably priced!",
2283,Very comfortable to sleep in. doesn't bunch up or twist. love this.,
2284,Very cute!! true to size,
2285,Great color and shape for all seasons. i was so elated to get this piece on sale! love it!,
2286,"Maybe the softest sweater that i own. buy it, and you won't regret it!",
2287,,
2288,This shirt is super comfortable and super chic. it looks great and feels great.,
2289,So great! soft and a great sweater but still gives you a shape to your body.,
2290,"This is the perfect top. it is adorable, and the fit and cut of it is forgiving.",
2291,"It is a beautiful sweater, but it is cropped and boxy.",
2292,Love this top! red color is a bit orangey for my taste but overall a fabulous piece.,
2293,"Love this top. makes me look slimmer, comfortable as well",
2294,As beautiful as in the picture. couldn't go wrong with it. excellent quality and gorgeous color.,
2295,,
2296,"Simple style with a great fit. love the pink, mustard, and cream colors together. fits true to size.",
2297,Love this tank! so easy to throw on quickly and still look out together!,
2298,"This tank fit perfectly and goes with everything, will be purchasing in more colors!",
2299,,
2300,,
2301,I bought the black version of this dress. looks exactly like the picture and is true to size.,
2302,Usually wear stevie jeans from ag but wanted to try something different. now i love farrah!,
2303,Nice cut but 6 inches too long and no petite sizes available.,
2304,I love this top so much! the fit is super flattering and forgiving in the tummy area-win.,
2305,I love all the pilcro chinos. they fit great and the material is so soft. they also wash very well.,
2306,"This dress is nicely made , fits well and is the right length.",
2307,I love how pretty and soft this shirt is. it falls well. i want to wear it everyday.,
2308,,
2309,,
2310,"It drapes perfect and washes well. i own all the colors, they do not disappoint. i'm a medium.",
2311,"My favorite pants, casual and a bit dressier by changing my top. comfortable, classic, well made",
2312,,
2313,,
2314,,
2315,"Very unique, cute top. i had to order up a size as i thought it ran a little on the small size.",
2316,"Good quality, fit and length! love them:)",
2317,This dress is great for hiding any insecurities. it's also very comfy.,
2318,,
2319,This is my new favorite dress!,
2320,"Great skirt, can be dressy, work or casual, love it!",
2322,"I love the style, easy to wear to work or out for an evening. great quality.",
2324,Very flatttering skirt ! super cute ! highly recommend !,
2325,,
2326,Nice quality. too big for my taste. really liked the style but sleeves were very long.,
2327,This is a nice sweater. runs a little larger than size.,
2328,,
2329,Easy breezy summer dress!!! love the detailing under the arms!!!,
2330,Comfy and lightweight - beautiful blue color. sleeves are a bit long but not a bother to me.,
2331,,
2332,,
2333,I ordered 2 dressed in 2 different sizes. neither fit... both were very tight... runs very small.,
2334,I love the design of this shirt - very flattering fit. very soft and great as a layering piece.,
2335,"Pretty fabric, nice style, took it back.",
2336,"Most casual tops are so sloppy now - not this one! great cut, wish there were more color options.",
2337,"Unique and stylish dress, looks much better on than in the pictures.",
2338,"Wonderful summer blouse!. prefect with jeans or shorts. very flattering on my older, curvy body.",
2339,I am so in love with this top. can be worn on or off the shoulders. the color is amazing!,
2340,,
2341,Like most retailer clothes this runs large. nice design & comfort.,
2342,"I have worn this to work, errands, yoga. it's a great tee. love it!",
2343,"Love the style of this shirt. its flattering and light material, good for all weather and layering.",
2344,,
2345,Great tee! flows well and very soft. true to size!,
2346,Fits loose good material. will buy in other colors.,
2347,,
2348,"Love this sweater.. fits perfect, flattering and soft. i got it in both colors. it is a true staple!",
2349,This jumpsuit is so so comfy i can't wait to wear it! def runs on the large size.,
2350,"This dress is flattering, but size up. tight through chest in my normal size.",
2351,Love this skirt. very comfy. looks like it's very expensive material but feels comfortable.,
2352,Love this dress.  the color is beautiful.  runs large so size down,
2353,,
2354,"Wonderful print and color. dress style is very boxy and oversized, fabric is great but has no drape.",
2355,,
2356,"This shirt is so beautiful and fits perfectly. it is so soft too, i didn't expect it to be so soft!",
2357,Love this top! very feminine and looks cute with heels and jeans or can be worn more casually too!,
2358,,
2359,It turned out exactly as i'd hoped - very well made and very classy!,
2360,,
2361,I finally found these jeans!! love them and have been wearing them almost everyday!,
2362,,
2363,Love these pants. also ordered them in blue. great fit and style.,
2364,"This is the perfect casual yet stylish dress. and, it's extremely comfortable!",
2365,Way too long...the sizing is incredibly off on this product. order a size or two down.,
2366,Great addition to wardrobe ...have already worn a lot. soft and lightweight.,
2367,"Colors washed me out, i need more vibrant colors. so cute on the model",
2368,,
2369,"Gorgeous blouse, but a touch too large. i may return and try a small.",
2370,,
2371,,
2372,This is an adorable dress. medium weight. i highly recommend.,
2373,"This is a pretty dress. like the positive reviews have noted.
very figure flattering",
2374,I haven't worn it yet. i tried it on when i got it and like it alot,
2375,This bikini bottom is great design and quality but runs small. overall i would recommend.,
2376,"Love this top! wore with jeans, comes to about mid hip so good coverage. fit was perfect for me!",
2377,"In contrast to the other reviewer, i love this dress. worth the sale price at least.",
2378,"I really wanted to love this suit, but it honestly looked really matronly in person.",
2379,Beautiful top but runs a whole size small. gave to my daughter who loved!,
2380,,
2381,,
2382,,
2383,Very soft! i sized up. was able to wear without a cami underneath,
2384,I ordered the yellow. i love this shirt it such a happy print. can match a lot of things.,
2385,,
2386,I was looking for some comfortable but still stylish shorts for the weekend. these hit the mark!,
2387,,
2388,Nice print and comfortable shirt.,
2389,Great transition into fall. super soft and comfy. great yellow without being too yellow love it.,
2390,"Great fabric, great fit, great shirt. just found my new favorite for this summer!!",
2391,Make sure to get the whole outfit. the skirt sits high enough so that it avoids the muffin look.,
2392,,
2393,I love these pants! so comfortable and can be dressed up and dressed down! love them!,
2394,Bought this is black and white... love them but washed the white by hand and it shrunk...,
2395,,
2396,Fun top for day or evening.,
2397,,
2398,"The picture says it all. fits tts. love it, love it, love it!",
2400,"I loved this top . it is exactly what i wanted,",
2401,This will be a frequently worn item. print is beautiful and the fit is comfy and classy.,
2402,It's a great addition for summer. defiantly need a tank on under it but very pretty.,
2403,I love the pattern of this shirt but there is definitely a design flaw in the arm/armpits.,
2404,Really great tank. fit runs a little small if you are tall.,
2405,"This dress is super soft, beautiful on, perfect fit!",
2406,"Fits well, soft and comfortable",
2407,,
2408,"Comfy, cozy, and great bargain for the sale price.",
2409,,
2410,Feels a bit more tunic than blouse but it's a lovely piece all the same.,
2411,,
2412,"Pretty tee, but not worth the price.  lace is beautiful, but fit is blah.",
2413,This dress is exactly what i hoped it would be! super sexy and great material.,
2414,"Cute shirt, nice for layering.",
2415,Love the way this tee looks and feels. so comfortable and fun! good length. perfect jeans tee.,
2416,,
2417,,
2418,,
2419,Nice dress fits true to size. beautiful mustard yellow and soft corduroy.,
2420,Love this shirt and the details on the collar.,
2421,,
2422,Love it fits great very comfy goes with all,
2423,,
2424,,
2425,Classic design with nice details. stays in place for those active bikini wearers.,
2426,"Dress is pretty and works are a tunic, too. i'm short 5'1.5"" but the fabric does not overwhelm me.",
2427,,
2428,,
2429,,
2430,,
2431,I really like how this fits. it is soft and the eyelet details are very cute.,
2432,This top is super cute...unfortunately it seems to run small so i had to return.,
2433,Fits great & super comfortable. i love this dress!,
2434,,
2435,Super cute. was really pleased with my purchase of this sweater. runs just a little big.,
2436,"Love this top! simple, yet so stylish.",
2437,,
2438,,
2439,,
2440,This is a great layering tank that is super comfy! the sale price is a bargain!,
2441,"This shirts dresses up anything-tights, jeans or a skirt. love the color and the length",
2442,,
2443,,
2444,"I purchased this top on 2 colors...a great go to....stylish, soft and very comfortable.",
2445,Comfortable jacket that your can cross your arms and your back is not stuck.  it is stretchy.,
2446,"It's perfect. perfect fit, long enough to wear leggings and cover my behind. it's perfect.",
2447,,
2449,Love these jeans! flattering and comfortable!! great length for short girl!! worth the money!,
2450,,
2451,"Not your classic sweatshirt. can be worn with black, grey, mauve",
2452,,
2453,"Very old color and item. a little full, but comfortable.",
2454,"Wore this dress recently on a work trip. traveled very well, cut and fabric are super flattering",
2456,So much extra fabric. not something i would recommend buying online.,
2457,,
2458,,
2459,This top is super flattering and comfortable. perfect summer wear!,
2461,"Loved this online, but the xs was too big and the material was too bulky.",
2462,,
2463,,
2464,Does not say ribbed. did not want ribbed. would not have bought ribbed,
2465,,
2466,"I love these jeans, but they run small. i recommend ordering one size up.",
2467,I love this dress. even more beautiful in person ??,
2468,,
2469,Super itchy! had to return.,
2470,,
2471,"Really comfortable, great for casual event or everyday wearing. best style with jeans.",
2472,Really comfortable leggings! not see through and at a great price!,
2473,Liked everything about these but they should say in the description that they're ribbed.,
2474,"I think the shirt is supposed to be a relaxed  fit, but i could have definitely gone down a size",
2475,This dress fits to a t! true to size. very flattering. fabric is soft and comfortable.,
2476,The top red is more like orange. was disappointed and returned it,
2477,"Beautiful color; however, the fabric did not work for me. tight on top, large on bottom.",
2478,"Oh boy...i didn't get this one, and it runs small. too bad.",
2479,,
2480,,
2481,,
2482,,
2483,,
2484,Cute top; somewhat sheer but color and fit are great. fits slim but true to size.,
2485,It's the inverted invert ... not so obvious at first but then it shrunk and was harder to ingnore.,
2486,I would absolutely recommend this dress if you have the right body type.,
2487,,
2488,"Looks lovely in the picture but looks poorly made in person, runs very small. i returned it.",
2489,,
2490,"Love  this dress, beautiful!",
2491,,
2492,"After washing this top pilled terribly. it is beautiful, but only for one use.",
2494,"This is a great, casual top that can work in all seasons. i love it with skinny pants/jeans.",
2495,,
2496,,
2497,"The color is perfect for fall.  dressy enough for work, and looks great with a pair of jeans.",
2498,,
2499,"Runs small in the chest, so don't order if you are large chested! over all, very cute.",
2500,,
2501,Great fit and extremely comfortable.,
2502,I love the details that this cardigan has. try it!,
2503,,
2504,"Pretty and with pockets! also, nice quality for the price. interesting texture.",
2505,I absolutely love these pants! they are my new favorite! thank you :),
2506,Love this sweater so much i purchased the grey and the pink. so far no issues with the stitching.,
2507,"Love the fabric and it seemed warmed. but as other reviewers mentioned, the neckline was awkward.",
2508,These jeans are great. the rise is perfect.,
2509,"This dress is beautiful, i usually wear a 6 or 8 and i ordered a 4, it is huge, i will be returning.",
2510,"Just love this sweater, have it in both colors. can be dressed up or more casual!",
2511,Just like in picture! super cute and comfortable sweater!,
2512,,
2513,Very comfortable great quality with beautiful crocheted front top and lovely blend of colors,
2514,,
2515,"Cute and different dress, cute with boots.very comfortable, runs large, could size down",
2516,,
2517,It's exactly how it appears in the pictures-awesome shirt,
2518,,
2519,,
2520,Love this dress! the neckline is gorgeous,
2521,,
2522,"Very figure flattering!! i am 5'6"" 128 lbs 32b chest and size xs is perfect",
2523,Great dress - fits tts (i am a 6p and purchased a sp). looks good with boots or ballet flats.,
2524,,
2525,Nice basic shirt to wear with jeans. it is super soft and hangs nicely. runs true to size.,
2526,,
2527,I am returning the dress. it has too much volume and is not flattering at all,
2528,,
2529,I like this dress a lot. it does not have much form but with a belt looks great!,
2530,This runs super big and it just wasn't flattering--way too much fabric. i wanted to love this dress.,
2531,This dress fits great and is very warm for the winter months.,
2532,Ilove this dress even though it does run big i put a belt with it and it looks stunning.,
2533,The quality and material of this dress is very nice! it's true to size and very pretty.,
2534,Love this tank. material and fit are great. love that it's reversible. highly recommend!,
2535,This tank is soft and flexible. great fit with wonderful material. very pleased.,
2536,A little long but very comfortable. i've worn it to work and to a bridal shower so very versatile.,
2537,"This sweater is very long, could be worn as a dress at 5'3 !",
2538,"Love, love, love these leggings! a soft, colorful, comfortable way to show your artistic flare.",
2539,,
2540,"It is a beautiful dress,but didn't fit me.this is better for someone tall and thin.",
2541,The material is awesome and it's a super pretty dress it just didn't work on my body.,
2542,"It's the perfect long, loose t-shirt. flattering without being fitted. love it!",
2543,Beautiful shirt for a great price. i love a good striped shirt and i got it on sale!,
2544,,
2545,Love this sweater. super comfy. can wear with everything.,
2546,Chic and comfortable even in 90 degree heat. so easy to wear.,
2547,This is a gorgeous sweater! i purchased it in black and purple.,
2548,I purchased the pale green in this sweater first. loved it so much i purchased in another color.,
2549,"I ordered this online and i love the style, but didn't like the print as much as i thought i would.",
2550,Fun socks you will want to show off. design is printed on a relatively thin (trouser sock).,
2552,Love this romantic girlie girl dress. so pretty.,
2553,,
2554,I love the look on this dress - feels great for a romantic night out or for a party.,
2555,,
2556,,
2557,,
2558,,
2559,"I love the lace on this top, it's perfect. it's great for my shape, i'm
so happy with this purchase.",
2560,This is a beautiful dress and fits well. the embroidery is delicate and can snag easily.,
2561,"Love polkadots, love sparkle. these little socks are perfect for booties.",
2562,,
2563,"Adorable dress, amazing fit!",
2564,Overall very pretty.,
2565,I bought this as a present and am very happy with it! the pattern is fun and i like the slouchy fit.,
2566,This top is my favorite of the season! planning to order in black too.,
2567,,
2569,"Super cute, well made, great embroidery. waist runs big.",
2570,,
2571,Love this top!! fits perfectly & it's lovely,
2572,,
2573,Cute design for a casual top. however it was a little snug on the bust for a medium. i returned it,
2574,,
2575,,
2576,"Nice, easy to wear dress!",
2577,I love this kimono. it fits great. and is gorgeous!!,
2578,This trench coat is the best fit and feel-true to size and cozy! excellent material!,
2579,,
2580,"Very comfortable, flattering, washes nicely- love it!",
2581,,
2582,,
2583,The jeans are soft and comfortable.  they are the perfect staple in my closet.  more colors please!,
2584,,
2585,The adjustable tie is really nice and adds a nice style twist to a black suit.,
2586,Lovely sweater which fits true to size. i wish i would have known it was 3/4 sleeve....,
2587,This dress is great! it's easy to dress up or down and is comfy!,
2588,"This dress is very flattering, comfortable and made me feel pretty!",
2589,Love the look! it's a little tight but i still like it.,
2590,"I love the detail on this shirt!  it is sheer, but looks great with a cami.  great unique piece .",
2591,Can i tell you this top is amazing?! get it quick before it sells out!!,
2592,Love this print and fabric! its soft and comfy with adjustable straps. so pretty and feminine!,
2593,"As per usual bordeaux is perfect with this cardigan. very soft, washes well. love it.",
2594,,
2595,,
